Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1325326500,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326560,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326620,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326680,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326740,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326800,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326860,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325326980,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327040,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327100,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327160,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327220,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327280,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327340,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327400,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327460,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327520,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327580,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327640,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327700,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327760,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327820,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327880,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325327940,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328000,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328060,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328120,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328180,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328240,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328300,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328360,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328420,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328480,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328540,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328600,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328660,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328720,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328780,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328840,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328900,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325328960,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329020,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329080,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329140,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329200,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329260,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329320,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329380,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329440,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329500,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329560,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329620,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329680,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329740,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329800,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329860,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325329980,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330040,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330100,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330160,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330220,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330280,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330340,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330400,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330460,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330520,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330580,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330640,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330700,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330760,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330820,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330880,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325330940,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331000,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331060,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331120,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331180,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331240,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331300,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331360,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331420,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331480,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331540,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331600,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331660,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331720,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331780,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331840,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331900,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325331960,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332020,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332080,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332140,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332200,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332260,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332320,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332380,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332440,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332500,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332560,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332620,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332680,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332740,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332800,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332860,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325332980,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333040,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333100,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333160,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333220,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333280,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333340,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333400,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333460,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333520,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333580,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333640,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333700,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333760,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333820,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333880,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325333940,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334000,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334060,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334120,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334180,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334240,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334300,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334360,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334420,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334480,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334540,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334600,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334660,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334720,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334780,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334840,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334900,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325334960,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335020,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335080,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335140,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335200,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335260,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335320,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335380,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335440,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335500,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335560,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335620,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335680,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335740,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335800,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335860,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325335980,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336040,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336100,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336160,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336220,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336280,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336340,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336400,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336460,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336520,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336580,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336640,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336700,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336760,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336820,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336880,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325336940,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337000,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337060,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337120,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337180,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337240,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337300,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337360,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337420,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337480,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337540,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337600,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337660,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337720,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337780,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337840,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337900,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325337960,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338020,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338080,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338140,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338200,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338260,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338320,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338380,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338440,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338500,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338560,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338620,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338680,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338740,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338800,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338860,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338920,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325338980,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339040,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339100,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339160,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339220,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339280,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339340,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339400,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339460,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339520,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339580,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339640,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339700,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339760,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339820,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339880,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325339940,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340000,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340060,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340120,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340180,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340240,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340300,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340360,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
1325340420,4.39,4.39,4.39,4.39,0.45558087,2.000000019,4.39
